LoanID,CustomerName,Age,Gender,Region,EmploymentSector,MonthlyIncome,BranchID,OfficerID,ProductType,LoanAmount,InterestRate,CreditScoreAtOrigination,TermMonths,DisbursedDate
LN-110008,Ewa Begum,52,M,Glasgow,Gig/Freelance,800.0,BR005,OF036,Auto,18100.0,8.48,568,57,2024-01-09
LN-113508,Priya Adeyemi,24,F,Sheffield,Self-Employed,1356.0, BR010 ,OF039,Personal,10300.0,11.95,512,16,7 December 2023
LN-108778,Sophie Adeyemi,27,M,Liverpool,Salaried,1512.0,BR007,OF027,SME,7100.0,8.6,650,32,23/10/2023
LN-105787,Kasia Tanaka,29,F,Birmingham,Salaried,1945.0,BR003,OF005,Auto,13400.0,9.0,492,55,2023-11-07
LN-117007,Faisal Diallo,45,M,Birmingham,Salaried,1962.0,BR003,OF005,Auto,"£4,300",5.25,538,30,26/10/2024
LN-115058,Sana Evans,26,M,Birmingham,Public Sector,2026.0,BR003,OF021,Mortgage,"£112,100",3.37,611,282,2023-12-30
LN-104153,Imran Zhang,28,M,London,Gig/Freelance,2955.0,BR001,OF013,Personal,17300.0,13.54,599,27,2024-12-10
LN-100046,Marcus Mensah,43,M,Leeds,Self-Employed,1611.0,BR004,OF025,SME,10600.0,7.9,545,27,25/11/2024
LN-119927,Oliver Walsh,29,F,Edinburgh,Public Sector,2083.0,BR008,OF003,Personal,"£3,200",8.66,685,21,2023-10-11
LN-107017,Isla Tanaka,45,F,Liverpool,Public Sector,1934.0,BR007,OF001,Auto,3000.0,7.61,676,27,28 April 2024
LN-104411,Shanice Hassan,41,F,Edinburgh,Salaried,1399.0,BR008,OF006,Personal,4000.0,12.58,674,29,28 November 2023
LN-114876,Tanya Smith,35,F,Newcastle,Salaried,3351.0,BR009,OF018,Auto,17800.0,6.04,650,47,2023-12-19
LN-108757,Eilidh Nwosu,52,F,Newcastle,Self-Employed,1374.0,BR009,OF035,Auto,7800.0,5.06,593,59,2024-03-22
LN-102602,George Khan,24,F,London,Public Sector,1659.0,BR001,OF023,Mortgage,65100.0,5.59,576,217,2024-01-19
LN-119163,Niamh Zhang,21,F,Manchester,Public Sector,3117.0,BR002,OF033,Mortgage,74000.0,4.67,630,101,23 October 2023
LN-112577,Femi Tanaka,48,F,Glasgow,Public Sector,2278.0,BR005,OF011,Personal,3100.0,13.06,647,16,02/10/2023
LN-103739,Eilidh Hussain,44,F,Liverpool,Salaried,2735.0,BR007,OF030,Mortgage,40000.0,4.28,530,98,2024-10-12
LN-102805,Priya Khan,53,F,Leeds,Public Sector,1761.0,BR004,OF025,Personal,"£11,600",9.82,532,15,10/08/2024
LN-111117,Aisha Wojcik,33,F,Newcastle,Salaried,1572.0,BR009,OF018  ,SME,12100.0,8.61,681,26,06/06/2024
LN-115388,Jun Patel,28,F,Glasgow,Self-Employed,2696.0,BR005,OF014,Personal,8300.0,10.96,621,17,04/05/2024
LN-104881,Dariusz Taylor,23,M,Manchester,Self-Employed,4384.0,BR002,OF033,Personal,25000.0,9.2,562,24,2024-07-17
LN-117780,Thomas Byrne,43,F,Sheffield,Self-Employed,2102.0,BR010,OF034,SME,30800.0,6.72,532,51,2024-06-15
LN-115051,Ewa Ahmed,55,F,Manchester,Public Sector,2059.0,BR002,OF033,SME,7100.0,11.35,617,27,2023-12-09
LN-107733,Hana Liu,45,F,Bristol,Self-Employed,6414.0,BR006,OF037,Auto,60000.0,6.68,544,36,2024-07-17
LN-112321,Damian Patel,51,F,Liverpool,Public Sector,1524.0, BR007 ,OF016,Auto,19300.0,5.63,540,31,2024-07-31
LN-108908,Faisal Hassan,58,M,London,Public Sector,2732.0,BR001,OF009,Mortgage,53100.0,5.93,513,181,15/02/2024
LN-112883,Femi Mensah,66,F,Birmingham,Salaried,2875.0,BR003,OF008,Mortgage,125300.0,5.29,632,271,5 October 2023
LN-115553,Wojciech Hassan,41,F,Newcastle,Salaried,1385.0,BR009,OF035,Mortgage,40000.0,5.29,640,161,26/11/2023
LN-119978,Cormac Wallace,45,M,Liverpool,Self-Employed,2680.0,BR007,OF002,Personal,15300.0,8.71,645,29,2023-11-15
LN-105333,Jack Wallace,60,M,Sheffield,Public Sector,1327.0,BR010,OF020,SME,13200.0,7.47,560,41,10 January 2024
LN-105102,Kofi Ahmed,30,F,leeds,Public Sector,2536.0,BR004,OF029,Auto,14800.0,8.28,574,44,2024-10-03
LN-112712,Ling Zhang,33,F,London,Salaried,3773.0,BR001,OF009,SME,36000.0,7.22,630,41,2024-08-02
LN-118667,Jun Murray,68,F,Birmingham,Self-Employed,2168.0,BR003,OF005,Auto,39900.0,7.65,581,38,21/08/2024
LN-118544,Femi Zhang,32,F,Glasgow,Public Sector,1872.0,BR005,OF014,Personal,6700.0,10.13,593,27,2023-12-01
LN-112616,Tomasz Abara,43,F,Leeds,Salaried,1782.0,BR004,OF024,Personal,16400.0,8.07,499,19,2024-07-15
LN-112788,Siobhan Karimi,38,M,Bristol,Self-Employed,3175.0,BR006,OF032,Personal,10200.0,9.12,626,19,2024-08-23
LN-119925,Kasia Hussain,25,F,Birmingham,Self-Employed,1437.0,BR003,OF010,Personal,16800.0,11.33,491,34,2023-11-06
LN-106836,Imran Iqbal,47,F,sheffield,Public Sector,,BR010,OF015,Personal,17900.0,8.35,463,29,19/01/2024
LN-117887,Cian Kelly,32,F,Bristol,Salaried,2040.0,BR006,OF037,Personal,11400.0,13.77,548,24,2024-04-08
LN-117910,Kwame Adeyemi,29,M,Leeds,Gig/Freelance,2850.0,BR004,OF029,Personal,18000.0,11.16,612,22,22/09/2024
LN-111471,Sophie Boateng,21,M,Newcastle,Self-Employed,1122.0,BR009,OF018,Personal,2800.0,14.03,636,16,2024-05-10
LN-104696,Tomasz Walsh,41,F,Edinburgh,Salaried,2918.0,BR008,OF006,Personal,4200.0,11.89,568,26,2023-10-05
LN-105848,Imran Zhang,33,F,Birmingham,self-employed,2496.0,BR003,OF010,SME,45600.0,8.39,574,54,2024-04-25
LN-119997,Piotr Kelly,21,F,Sheffield,Salaried,1738.0,BR010,OF034,SME,45500.0,11.9,474,49,04/10/2023
LN-110746,Shanice Owusu,33,M,Birmingham,Public Sector,2824.0,BR003,OF010,Personal,23300.0,10.38,619,32,2023-12-02
LN-108049,Bilal Saleh,30,F,Birmingham,Public Sector,2153.0,BR003,OF010,Personal,15600.0,13.53,496,20,19/06/2024
LN-118421,Aisha Smith,26,F,Birmingham,Public Sector,2651.0,BR003,OF010,SME,13800.0,7.98,561,48,30/07/2024
LN-103931,Ling Kowalski,41,F,Leeds,Public Sector,2203.0,BR004,OF029,Mortgage,40000.0,3.12,588,88,25 August 2024
LN-106925,Jack Al-Farsi,46,M,newcastle,Public Sector,1961.0,BR009,OF035,Mortgage,136900.0,4.03,506,143,19/01/2024
LN-117906,Ling Campbell,38,M,Sheffield,Salaried,4706.0,BR010,OF034,SME,"£33,400",9.26,642,42,2024-11-30
LN-105198,Emily Al-Farsi,29,M,Leeds,Salaried,2577.0,BR004,OF029,Personal,"£11,900",13.26,614,28,2024-02-04
LN-102622,Jack Smith,40,F,Liverpool,Salaried,1911.0,BR007,OF040,SME,15700.0,9.5,498,33,2024-01-24
LN-116623,Isla Taylor,42,M,Sheffield,Salaried,2582.0,BR010,OF020,Mortgage,"£40,000",4.33,640,101,20 June 2024
LN-104119,Kwame Byrne,35,F,Edinburgh,Gig/Freelance,860.0,BR008,OF003,Personal,5200.0,13.62,448,15,09/12/2024
LN-118108,Adaeze Liu,47,F,Liverpool,self-employed,1181.0,BR007,OF030,SME,10500.0,8.18,562,26,2024-11-04
LN-118744,Agnieszka Hussain,42,M,Birmingham,Gig/Freelance,1288.0, BR003 ,OF010,Personal,9400.0,14.38,585,18,2024-10-15
LN-108238,Ceri Karimi,32,M,Birmingham,Self-Employed,1468.0,BR003,OF010,Personal,3900.0,13.23,655,29,21/10/2023
LN-103068,Sophie Karimi,34,F,Leeds,Public Sector,3008.0,BR004,OF025,SME,16900.0,11.71,563,40,2024-12-02
LN-103425,Marcus Hassan,52,M,manchester,Gig/Freelance,1318.0,BR002,OF033,Personal,7600.0,8.09,583,25,07/10/2024
LN-106561,Arjun Diallo,23,M,edinburgh,Salaried,2808.0, BR008 ,OF003  ,SME,8500.0,9.69,620,32,21 February 2024
LN-110575,Zara Malik,29,M,Bristol,Public Sector,2523.0,BR006,OF037,Auto,35600.0,7.02,663,36,09/11/2023
LN-117274,Imran Kaminski,61,F,Liverpool,Self-Employed,2720.0,BR007,OF017,SME,38700.0,8.0,536,47,29/12/2023
LN-110722,Ewa Choudhury,42,M,Liverpool,Self-Employed,2307.0,BR007,OF016,SME,5000.0,9.97,595,32,17 October 2024
LN-112346,Eilidh Zielinski,48,F,Manchester,Salaried,2878.0, BR002 ,OF033,Auto,38000.0,8.7,511,37,2024-04-30
LN-107284,Sana Ahmed,33,M,Leeds,Gig/Freelance,7995.0,BR004,OF025,Auto,25200.0,7.89,600,47,24 September 2024
LN-100708,Adaeze Smith,48,M,Bristol,Gig/Freelance,1579.0,BR006,OF007,Personal,11500.0,10.59,480,30,04/10/2024
LN-112589,Amelia Smith,44,F,Edinburgh,Self-Employed,3579.0,BR008,OF006,Personal,22600.0,13.87,565,21,18/10/2023
LN-115976,Wojciech Kowalski,39,M,Liverpool,SALARIED,2890.0,BR007,OF017,Mortgage,40900.0,5.59,680,135,2024-11-04
LN-102678,Amelia Mensah,38,F,Leeds,Salaried,1687.0,BR004,OF029,SME,8100.0,7.12,537,27,2023-11-11
LN-103710,Tomasz Kowalski,33,M,Birmingham,Public Sector,2590.0,BR003,OF012,Personal,8000.0,12.91,562,14,23/07/2024
LN-108407,Jack Chen,28,M,Glasgow,Self-Employed,2357.0, BR005 ,OF011,Auto,"£39,400",5.89,598,57,2024-07-21
LN-100688,Marcus Patel,24,F,London,Public Sector,1671.0,BR001,OF023,Mortgage,76300.0,5.9,546,171,3 May 2024
LN-105459,Imran Choudhury,34,M,Newcastle,Self-Employed,889.0,BR009,OF018,SME,6800.0,11.55,706,24,24 January 2024
LN-107203,Chidinma Iqbal,27,M,Liverpool,Salaried,1551.0,BR007,OF028,Mortgage,40000.0,5.33,647,217,2024-06-24
LN-106699,Priya Adeyemi,52,F,Glasgow,Gig/Freelance,1693.0,BR005,OF036,Personal,1900.0,8.33,584,14,23/12/2024
LN-116187,Ewa Nwosu,39,M,Bristol,Public Sector,1280.0,BR006,OF037,SME,33100.0,8.04,546,45,28/12/2023
LN-109934,Raj Osei,30,M,Leeds,Salaried,2237.0,BR004,OF029,Auto,6300.0,9.15,746,30,2024-02-21
LN-101443,Arjun Evans,21,M,Liverpool,Salaried,2188.0,BR007,OF027,SME,5800.0,7.6,596,45,6 October 2023
LN-112033,Noor Taylor,33,F,Bristol,Public Sector,1803.0,BR006,OF007,Auto,7100.0,5.9,619,51,4 November 2023
LN-110455,Dariusz Begum,26,F,London,Salaried,1399.0,BR001,OF009,SME,5000.0,9.04,656,30,2024-10-21
LN-113744,Aoife Asante,29,M,Sheffield,Salaried,,BR010,OF034,Auto,37600.0,7.47,588,48,2024-08-03
LN-114352,Zara Wojcik,31,F,Sheffield,Public Sector,2342.0,BR010,OF019  ,Personal,7900.0,14.88,643,20,2 October 2023
LN-102910,Grzegorz Okafor,22,M,Birmingham,Gig/Freelance,800.0,BR003,OF005,SME,5000.0,7.54,510,39,23/11/2024
LN-112766,Grzegorz Chen,38,M,Leeds,Gig/Freelance,2485.0,BR004,OF025,SME,13800.0,9.78,607,36,2024-09-30
LN-102393,Oliver Karimi,27,F,Glasgow,Salaried,1839.0,BR005,OF014,Mortgage,40000.0,3.88,645,181,2024-12-05
LN-104475,Priya Lewandowski,26,M,Liverpool,Gig/Freelance,1366.0,BR007,OF002,Personal,4600.0,13.82,628,32,27 October 2023
LN-113412,Layla Taylor,30,M,Sheffield,Gig/Freelance,2469.0,BR010,OF039,Personal,7500.0,9.22,710,29,10/03/2024
LN-100644,Hana Nowak,41,F,Glasgow,Salaried,1498.0,BR005,OF014,Auto,3300.0,5.31,709,30,2024-04-28
LN-106607,Arjun Kelly,50,F,Liverpool,Public Sector,2282.0,BR007,OF040,Personal,12300.0,9.62,470,13,05/01/2024
LN-109975,Fraser Patel,38,M,Bristol,Salaried,3746.0,BR006,OF032,Personal,19300.0,9.64,609,29,2024-08-04
LN-112912,Wei Rahman,23,M,Leeds,Public Sector,2322.0,BR004,OF025,Mortgage,72900.0,4.84,-1,132,2 September 2024
LN-106145,Raj Taylor,25,M,Sheffield,Salaried,1677.0,BR010,OF015,Mortgage,40000.0,3.16,452,121,2023-12-02
LN-104605,Arjun Murray,36,F,London,Self-Employed,3666.0,BR001,OF023,SME,14900.0,7.01,675,57,2024-09-15
LN-118412,Niamh Osei,46,M,Glasgow,Self-Employed,1990.0,BR005,OF014,SME,8600.0,10.5,605,31,05/01/2024
LN-115283,Kasia Tanaka,38,F,Glasgow,Self-Employed,1082.0,BR005,OF014  ,Mortgage,"£49,000",3.96,631,186,17/09/2024
LN-118313,Arjun Wojcik,38,M,Glasgow,Salaried,1837.0,BR005,OF014,Mortgage,73700.0,3.58,610,153,05/10/2024
LN-111552,George Smith,54,F,Liverpool,Salaried,4451.0,BR007,OF030,Mortgage,48300.0,3.2,546,125,2024-12-21
LN-114950,Marcus Asante,23,F,Glasgow,Salaried,2113.0,BR005,OF004  ,SME,18800.0,10.66,699,45,2024-03-25
LN-118010,Thomas Diallo,41,F,Birmingham,Self-Employed,3798.0,BR003,OF005,Personal,"£9,000",9.36,681,20,25/05/2024
LN-105381,Harry Murray,42,M,Edinburgh,Public Sector,2248.0,BR008,OF003,Auto,32600.0,8.59,540,41,2024-11-16
LN-101981,Kwame Saleh,32,M,Liverpool,Gig/Freelance,800.0,BR007,OF027,Personal,1700.0,9.5,670,20,2024-09-13
LN-115803,Wei Byrne,42,M,Leeds,Public Sector,2579.0, BR004 ,OF025,Personal,"£3,000",10.19,672,14,2024-04-20
LN-118665,Tanya Asante,28,F,Edinburgh,Salaried,2527.0,BR008,OF006,Auto,26800.0,5.58,639,37,2024-03-21
LN-109451,Aoife Choudhury,45,F,Sheffield,Self-Employed,10265.0,BR010,OF039,Auto,60000.0,6.58,559,52,2024-10-29
LN-115196,Cormac Lewandowski,33,M,Bristol,Salaried,2636.0,BR006,OF037,Auto,36600.0,9.91,601,52,2024-05-13
LN-113632,Agnieszka Tanaka,47,F,Birmingham,Self-Employed,2041.0,BR003,OF008,Personal,6300.0,11.65,582,16,2024-05-09
LN-108045,Layla Nwosu,43,F,Birmingham,Gig/Freelance,800.0,BR003,OF005,Personal,1700.0,13.79,623,13,2024-01-12
LN-114406,Ewa Asante,22,M,London,Salaried,3061.0,BR001,OF023,Mortgage,41600.0,3.44,558,121,2023-10-07
LN-101430,Layla Wojcik,27,F,Liverpool,Gig/Freelance,1362.0,BR007,OF001,Auto,8400.0,5.56,574,50,2024-03-07
LN-115116,Anna Nowak,47,M,Liverpool,Self-Employed,5658.0,BR007,OF022,Auto,38600.0,6.24,559,48,30 June 2024
LN-107361,Dariusz Owusu,45,M,Edinburgh,Salaried,1454.0,BR008,OF006,Personal,7600.0,14.6,583,17,16/10/2024
LN-105971,Noor Zielinski,46,M,London,Salaried,2658.0,BR001,OF013,Mortgage,141100.0,4.1,626,218,16 December 2023
LN-105421,Grzegorz Mensah,53,M,Sheffield,Public Sector,1938.0,BR010,OF034  ,Mortgage,40000.0,5.03,552,82,28/03/2024
LN-105384,Harry Asante,21,M,Leeds,Public Sector,2653.0,BR004,OF029,Mortgage,85500.0,3.83,598,153,2024-08-20
LN-118445,Sana Wallace,40,F,Glasgow,Self-Employed,,BR005,OF004,Auto,42600.0,6.7,527,34,2024-08-25
LN-115483,Ceri Osei,59,M,Manchester,Salaried,1581.0,BR002,OF033,Personal,2000.0,10.51,632,19,06/06/2024
LN-110351,Faisal Khan,45,F,Bristol,Gig/Freelance,2227.0,BR006,OF032,SME,15300.0,9.01,533,24,30/10/2024
LN-112730,Emily Byrne,33,M,Liverpool,Self-Employed,1859.0,BR007,OF017,Personal,7700.0,9.11,596,30,14 December 2024
LN-115677,Ling Sheikh,33,M,Glasgow,Gig/Freelance,5050.0,BR005,OF004,Personal,25000.0,8.23,637,24,19 July 2024
LN-105227,Kasia Asante,31,M,Newcastle,Self-Employed,5945.0,BR009,OF035,SME,48800.0,9.49,566,56,2024-09-11
LN-113499,Yusuf Evans,44,M,Bristol,Salaried,5517.0,BR006,OF007,SME,22500.0,8.8,558,42,11 March 2024
LN-107947,Leah Rahman,38,M,Birmingham,Salaried,4553.0,BR003,OF010,Auto,45100.0,7.45,571,50,2023-10-03
LN-109786,Wojciech Iqbal,54,F,Bristol,Salaried,1263.0,BR006,OF032,Mortgage,40000.0,4.13,652,283,10/01/2024
LN-108582,Faisal Lewandowski,35,M,London,Gig/Freelance,1334.0,BR001,OF009,Personal,10100.0,11.29,531,33,14/08/2024
LN-108115,Hana Chen,43,F,Edinburgh,Salaried,2068.0,BR008,OF003,SME,6600.0,9.33,596,57,2024-06-17
LN-104410,Marcus Hussain,27,M,Birmingham,Self-Employed,2493.0,BR003,OF008,Personal,12500.0,9.49,544,31,8 November 2023
LN-117677,Ceri Sheikh,42,F,Birmingham,Public Sector,2352.0,BR003,OF008,Personal,5300.0,14.34,547,32,2024-07-08
LN-118859,Grzegorz Wong,32,M,London,Salaried,2443.0,BR001,OF013,Mortgage,85000.0,4.67,563,231,17 November 2024
LN-117156,Grzegorz Doyle,27,F,London,Self-Employed,1305.0,BR001,OF023,Personal,3600.0,12.78,562,27,2024-08-05
LN-111679,Declan Campbell,34,F,Liverpool,SALARIED,2992.0,BR007,OF002,SME,44200.0,9.55,574,35,2023-11-27
LN-110224,Eilidh Patel,64,F,Birmingham,Salaried,2487.0,BR003,OF021,Mortgage,89900.0,3.04,453,62,2024-01-22
LN-113270,Fraser Lewandowski,30,M,Sheffield,Public Sector,1524.0,BR010,OF039,Mortgage,40000.0,4.74,611,230,2024-08-24
LN-109050,Marta Khan,31,F,Leeds,Salaried,2066.0,BR004,OF024,Auto,7200.0,8.96,674,40,01/03/2024
LN-112897,Niamh Saleh,33,M,Birmingham,Self-Employed,3852.0,BR003,OF021,SME,16700.0,7.94,700,27,23/11/2023
LN-109924,Noor Sheikh,26,M,Liverpool,Salaried,1191.0,BR007,OF017,Personal,1600.0,11.1,684,12,2024-11-07
LN-115948,Emily Saleh,39,F,Liverpool,Public Sector,1021.0,BR007,OF001,Auto,15800.0,5.39,547,54,15 September 2024
LN-113398,Freya Byrne,47,F,Birmingham,Self-Employed,1022.0,BR003,OF010,SME,8100.0,8.64,553,53,2024-12-03
LN-105998,Dariusz Doyle,40,F,Birmingham,Salaried,2860.0, BR003 ,OF031,Auto,"£13,400",5.48,545,59,6 October 2024
LN-116247,Aisha Hassan,40,M,Birmingham,Public Sector,2548.0,BR003,OF031,Auto,16200.0,6.74,670,53,2024-01-17
LN-104966,Jack Zielinski,22,M,Birmingham,Self-Employed,1348.0,BR003,OF010,Personal,1700.0,12.77,612,15,26 April 2024
LN-104768,Niamh Lewandowski,49,M,Glasgow,Public Sector,1274.0,BR005,OF014,Auto,5600.0,7.94,716,39,2024-11-23
LN-108291,Anna Boateng,51,M,Birmingham,Self-Employed,2025.0,BR003,OF008,Auto,7300.0,8.33,665,42,19/07/2024
LN-106216,Tomasz Tanaka,27,M,London,Self-Employed,1392.0,BR001,OF013,SME,5000.0,7.43,632,25,26/08/2024
LN-119539,Declan Mensah,48,M,Birmingham,Gig/Freelance,1092.0,BR003,OF012,Personal,1000.0,10.59,719,12,07/11/2023
LN-105975,Fatima Boateng,47,M,Birmingham,Salaried,3711.0,BR003,OF031,Auto,16900.0,7.12,660,48,2024-01-29
LN-111648,Eilidh Adeyemi,40,M,Sheffield,Self-Employed,3055.0,BR010,OF019,Auto,10600.0,8.64,707,54,2024-06-08
LN-119297,Thomas Okafor,39,F,birmingham,Salaried,2840.0,BR003,OF010  ,Mortgage,103000.0,3.11,477,141,2023-12-26
LN-118437,Cormac Saleh,46,M,Sheffield,Self-Employed,5199.0,BR010,OF039,Personal,25000.0,8.29,696,32,29/07/2024
LN-115295,Layla Al-Farsi,40,M,Birmingham,Public Sector,2300.0,BR003,OF005,Auto,35100.0,7.78,497,36,2024-11-07
LN-116975,Isla Sheikh,55,F,Newcastle,Salaried,4999.0,BR009,OF035,Mortgage,75200.0,5.0,687,124,31 May 2024
LN-118224,Shanice Nowak,54,F,Liverpool,Salaried,4628.0,BR007,OF028,Personal,25000.0,13.56,466,30,2024-07-31
LN-101162,Leah Liu,31,M,Bristol,Self-Employed,2671.0,BR006,OF037,Personal,3300.0,10.03,705,12,2024-09-07
LN-106173,Leah Tanaka,21,M,Birmingham,Salaried,1984.0,BR003,OF010,Personal,4400.0,10.69,576,13,13 April 2024
LN-108513,Siobhan Abara,50,M,Liverpool,Salaried,1459.0,BR007,OF028,Auto,11000.0,7.33,640,48,12 May 2024
LN-104622,Xin Zhang,37,F,Liverpool,Self-Employed,1293.0,BR007,OF030,Personal,2100.0,12.32,661,14,2024-04-17
LN-115923,Freya Mensah,24,M,Liverpool,Salaried,4234.0,BR007,OF002,Mortgage,216000.0,5.84,599,255,2024-10-22
LN-106690,Ling Nwosu,40,F,Leeds,Salaried,4330.0,BR004,OF025,SME,45600.0,8.67,464,39,2024-04-04
LN-106703,Layla Patel,22,F,Sheffield,Salaried,1861.0,BR010,OF019,Auto,7300.0,6.91,585,46,2024-01-01
LN-108288,Anna Rahman,35,M,Edinburgh,Gig/Freelance,2056.0,BR008,OF006,Auto,12900.0,8.87,782,42,10/12/2024
LN-103821,Leah Murray,31,F,Edinburgh,Public Sector,2512.0,BR008,OF006,Personal,5100.0,9.97,563,19,30/11/2023
LN-103836,Noor Asante,21,M,Bristol,Public Sector,1859.0,BR006,OF032,Mortgage,40000.0,5.96,623,100,01/03/2024
LN-103798,Marta Al-Farsi,41,F,Liverpool,Self-Employed,3729.0,BR007,OF028,Personal,9500.0,12.4,578,26,22/10/2024
LN-117538,Noor Kelly,41,M,Glasgow,Public Sector,2480.0,BR005,OF026,Auto,5600.0,7.21,561,25,7 February 2024
LN-113030,Adaeze Zhang,47,M,Sheffield,Salaried,2735.0,BR010,OF039,Auto,30500.0,7.7,544,37,24 February 2024
LN-104463,Ewa Sheikh,43,M,Bristol,Salaried,,BR006,OF007,Personal,8600.0,13.85,606,35,2023-10-18
LN-107178,Omar Sheikh,35,M,Liverpool,Salaried,4019.0,BR007,OF002,Mortgage,257300.0,5.81,590,195,24 October 2024
LN-101355,Faisal Ahmed,54,F,Sheffield,Salaried,1576.0,BR010,OF015,Auto,3100.0,8.64,653,36,2023-12-20
LN-116769,Kwame Wong,45,M,Sheffield,Public Sector,2243.0,BR010,OF020,Auto,11600.0,5.71,546,25,06/07/2024
LN-112381,Damian Saleh,34,F,Birmingham,Salaried,2549.0,BR003,OF021  ,Personal,"£25,000",12.31,548,25,21/03/2024
LN-117119,Marcus Iqbal,38,M,Leeds,Gig/Freelance,1278.0,BR004,OF038,Personal,4600.0,9.32,532,33,2024-03-27
LN-106114,Eilidh Hussain,27,F,Manchester,salaried,1785.0, BR002 ,OF033,Auto,31600.0,9.98,455,30,2024-11-30
LN-115185,Mei Al-Farsi,36,F,Birmingham,Salaried,1989.0,BR003,OF005,Auto,7200.0,5.9,632,27,2024-01-13
LN-102467,Agnieszka Wojcik,34,F,SHEFFIELD,Salaried,1950.0,BR010,OF039,Mortgage,43600.0,4.84,605,85,04/11/2023
LN-114054,Ewa Osei,56,M,Glasgow,Public Sector,2650.0,BR005,OF011,Personal,4900.0,14.41,694,18,22/10/2023
LN-112428,Anna Begum,61,F,Liverpool,Public Sector,1597.0,BR007,OF002,Mortgage,81600.0,5.72,546,144,2024-08-12
LN-104788,Anna Al-Farsi,27,M,Sheffield,Self-Employed,1156.0,BR010,OF039,Auto,9400.0,5.86,587,39,1 November 2024
LN-112268,Mei Abara,31,M,Leeds,Public Sector,1511.0, BR004 ,OF024,Mortgage,40000.0,3.57,604,139,2024-02-14
LN-110877,Fatima Hussain,47,F,Liverpool,Self-Employed,1902.0,BR007,OF028,SME,10300.0,10.56,693,33,10/08/2024
LN-116738,Leah Chen,43,F,London,Salaried,2284.0,BR001,OF009,Personal,9300.0,8.8,614,28,24/09/2024
LN-108451,Jack Abara,22,M,Edinburgh,Public Sector,1581.0,BR008,OF003,Personal,20900.0,9.04,565,31,2024-07-02
LN-117769,Jack Lewandowski,50,F,Birmingham,Public Sector,1817.0,BR003,OF010,Auto,10500.0,9.57,596,29,22/01/2024
LN-109298,Adaeze Nowak,58,M,London,Salaried,2606.0,BR001,OF009,Mortgage,40000.0,3.43,630,103,2024-05-24
LN-100563,Hana Murray,41,F,Leeds,Gig/Freelance,919.0,BR004,OF024,SME,"£5,000",9.6,650,30,4 December 2023
LN-110881,Mei Choudhury,42,M,Birmingham,Self-Employed,2506.0,BR003,OF012,Mortgage,"£40,000",5.53,682,215,26/01/2024
LN-110166,Arjun Zielinski,62,F,Liverpool,Salaried,1695.0,BR007,OF040  ,Mortgage,40000.0,4.33,603,152,23/12/2024
LN-119349,Hana Owusu,34,M,London,Salaried,872.0,BR001,OF009,Auto,22600.0,7.42,513,51,17/10/2024
LN-107576,Amelia Abara,44,M,Liverpool,Salaried,2711.0,BR007,OF027,Auto,18100.0,8.96,573,49,2024-07-18
LN-118573,Femi Karimi,28,M,Liverpool,Gig/Freelance,3997.0,BR007,OF022,Personal,12300.0,13.33,701,27,2024-11-28
LN-101419,Rhys Sheikh,47,F,Liverpool,self-employed,3521.0,BR007,OF030,Auto,9800.0,7.74,653,47,25/12/2024
LN-115912,Tomasz Adeyemi,46,M,Manchester,Self-Employed,2760.0,BR002,OF033,Mortgage,"£46,100",3.13,748,155,12/10/2024
LN-109575,Emily Begum,39,M,Birmingham,Public Sector,1409.0,BR003,OF031,Mortgage,40000.0,5.08,538,139,2024-11-17
LN-117702,Cian Liu,52,F,Leeds,Salaried,1732.0,BR004,OF038,Mortgage,40000.0,4.76,483,128,2024-09-14
LN-100826,Piotr Owusu,32,F,LIVERPOOL,Salaried,3028.0,BR007,OF002,SME,14200.0,9.54,642,45,2024-07-28
LN-106072,Arjun Evans,39,F,Liverpool,Salaried,2684.0,BR007,OF017,Mortgage,73600.0,3.5,477,184,2024-02-23
LN-103488,Chidinma Campbell,27,F,Glasgow,Public Sector,2038.0,BR005,OF004,Mortgage,72600.0,3.33,472,276,05/11/2023
LN-103649,George Evans,40,F,Glasgow,Public Sector,2375.0,BR005,OF014  ,Personal,6600.0,11.55,520,15,25 November 2024
LN-118194,Zara Suzuki,31,M,birmingham,Salaried,3407.0,BR003,OF010,Auto,20600.0,7.06,616,38,3 June 2024
LN-102856,Sana Abara,44,F,Sheffield,PUBLIC SECTOR,2801.0,BR010,OF020,Mortgage,43800.0,3.09,626,96,2024-12-05
LN-100290,Aoife Wong,32,F,Newcastle,salaried,1196.0,BR009,OF035,Mortgage,40000.0,3.23,666,268,2024-02-18
LN-118742,Tanya Kelly,32,F,Birmingham,Public Sector,2452.0,BR003,OF005,Mortgage,166900.0,5.07,463,132,30 June 2024
LN-118358,Damian Khan,33,F,Glasgow,Self-Employed,6692.0,BR005,OF011,Auto,60000.0,8.95,583,40,26/02/2024
LN-106390,Freya Walsh,27,M,London,Public Sector,947.0,BR001,OF023,Auto,"£3,500",7.73,647,39,16 November 2024
LN-105160,Tanya Zielinski,46,M,Sheffield,Public Sector,1764.0,BR010,OF020,Personal,10200.0,10.46,999,17,16/08/2024
LN-107157,Declan Patel,36,M,Glasgow,Public Sector,3932.0,BR005,OF036,Personal,13700.0,12.45,611,23,2024-12-30
